"Id","SalePrice"
1628,281623.95671573
1629,174504.861805391
1630,351972.882690943
1631,220752.4993699
1632,242897.478230052
1633,163314.691725165
1634,180664.456434232
1635,164754.934774187
1636,163687.845934646
1637,188433.119682736
1638,214267.448116525
1639,200663.285436003
1640,285667.826880148
1641,183816.880768611
1642,217059.783692634
1643,242357.830988037
1644,235681.26288776
1645,197801.266629787
1646,157806.279584256
1647,166531.74906489
1648,141590.377738063
1649,138789.263926477
1650,123321.913077658
1651,135321.199742544
1652,103324.253748312
1653,109515.607327554
1654,155431.194682202
1655,153216.405613961
1656,153223.845247183
1657,156499.987593618
1658,153749.749972587
1659,137308.230277228
1660,151494.539624221
1661,426860.629224024
1662,390089.480292142
1663,362494.332015385
1664,567010.866236232
1665,317298.845926637
1666,283036.992612171
1667,334332.169938545
1668,318117.847720575
1669,284893.153332027
1670,326234.632120661
1671,240120.327166544
1672,436346.82912845
1673,295594.927714174
1674,261735.886745545
1675,180812.871358152
1676,176457.552811283
1677,196953.858731859
1678,519917.737127014
1679,343142.997461445
1680,316300.626503512
1681,258259.955220316
1682,272027.326393759
1683,198650.999582713
1684,182390.292701833
1685,170942.931097283
1686,183610.86486793
1687,166510.363562662
1688,196257.828373228
1689,193228.938896588
1690,184664.142203318
1691,174298.218549424
1692,252495.018654459
1693,166317.15300972
1694,170506.213784878
1695,166381.088744213
1696,261504.516198664
1697,176750.859674048
1698,339469.046418957
1699,309885.867425138
1700,223638.890849281
1701,262504.378409532
1702,275282.428821187
1703,268333.739125078
1704,275113.719442251
1705,228986.445372814
1706,445249.113043353
1707,214276.539190665
1708,210642.868419473
1709,293507.45755744
1710,233135.396743194
1711,247270.244085483
1712,285369.509518027
1713,248727.242442198
1714,222515.245785542
1715,198840.955787113
1716,200570.858730519
1717,181275.024631532
1718,142461.375873477
1719,205503.283252886
1720,249090.494880922
1721,177978.644759865
1722,131017.078386667
1723,153887.727279965
1724,222438.405451754
1725,222135.845199713
1726,188628.530958547
1727,169870.55540786
1728,180826.845948014
1729,171922.797438419
1730,171582.533830578
1731,125430.160476505
1732,125908.166044474
1733,110200.320383816
1734,120284.117550053
1735,135417.649478378
1736,120283.834282129
1737,333791.773973919
1738,232392.377065759
1739,337235.213968964
1740,221674.267752324
1741,174388.220115019
1742,169074.585918407
1743,177120.166998448
1744,280652.798906876
1745,220350.79741731
1746,232087.73895134
1747,209471.9112023
1748,250601.33132222
1749,150536.569037463
1750,142290.717992682
1751,247881.952318656
1752,119639.068761713
1753,168104.936403628
1754,211401.484681003
1755,156858.15026812
1756,126899.034440052
1757,122224.457883866
1758,139375.520509585
1759,164645.720772103
1760,161670.335437957
1761,146188.310268028
1762,179622.891327436
1763,173213.816120425
1764,112928.50562836
1765,189319.65593326
1766,176768.526214048
1767,215129.32677231
1768,138555.594376203
1769,179859.174363701
1770,148640.85746588
1771,126932.151916438
1772,137637.928418304
1773,120436.513503865
1774,172512.147920438
1775,140425.842395659
1776,118066.704348425
1777,107707.098584867
1778,141295.421679175
1779,101905.659682797
1780,180576.385749819
1781,132128.894963021
1782,95806.0907696237
1783,146447.795689681
1784,105609.566593559
1785,123015.01408838
1786,167192.935493773
1787,176500.309601806
1788,65915.0174838969
1789,107746.555432983
1790,81808.4419124835
1791,234690.872139406
1792,168110.930733416
1793,130646.549281934
1794,158644.658900012
1795,137872.610915927
1796,118412.982461528
1797,120627.12186801
1798,126044.561030474
1799,112166.118452387
1800,111775.828377637
1801,139232.595662624
1802,169660.251110473
1803,163737.616264417
1804,143067.305785885
1805,136832.160749629
1806,138740.691301028
1807,128374.578525577
1808,115914.106431969
1809,107400.052119354
1810,124886.579959048
1811,90316.5398151741
1812,86691.3503897973
1813,121960.625755032
1814,96417.6634685199
1815,56644.7112384688
1816,96683.0967534166
1817,96018.7294390036
1818,141232.40902334
1819,120716.591493086
1820,47701.9757286407
1821,122420.612705038
1822,146026.421019481
1823,38845.3410741912
1824,128255.643813667
1825,132463.398909762
1826,90401.2001607535
1827,107075.569137376
1828,122882.614631539
1829,117264.513156539
1830,142683.814353889
1831,161146.163626595
1832,88520.2917727897
1833,126993.240313672
1834,121374.423432395
1835,118369.760406612
1836,136810.005322472
1837,82169.7576704485
1838,116798.032145893
1839,110499.019363467
1840,126872.559257574
1841,131657.937018018
1842,85118.5286422499
1843,130664.214096164
1844,128887.070147601
1845,134187.477337713
1846,141021.004518247
1847,151186.973704488
1848,52320.4388493884
1849,109745.779656074
1850,119482.018725221
1851,152232.912134147
1852,127158.797116195
1853,127214.892883428
1854,173477.416251659
1855,145103.394015964
1856,210975.237679482
1857,138001.866884057
1858,158488.743055019
1859,129611.494015317
1860,143681.162539867
1861,128779.291143209
1862,308516.4393834
1863,308516.4393834
1864,308516.4393834
1865,303384.354907146
1866,314927.300605454
1867,247371.350509195
1868,278768.184546556
1869,194785.233065697
1870,223754.211244492
1871,248598.517477942
1872,166374.720966639
1873,216656.095524068
1874,146183.52925497
1875,205118.292764792
1876,186946.168624372
1877,205394.640687853
1878,210074.835073146
1879,119189.023247224
1880,143949.58015691
1881,232997.125325199
1882,262609.894191987
1883,199159.371341065
1884,210899.803919453
1885,230811.012592411
1886,272463.085171923
1887,200287.241888263
1888,261404.54995618
1889,163253.728979054
1890,125403.236422698
1891,128107.534055699
1892,104530.776320007
1893,127722.768806114
1894,144057.523185336
1895,139674.629251166
1896,121542.24661109
1897,103158.576889043
1898,122073.868178405
1899,150962.538253101
1900,143778.641875599
1901,143893.464626194
1902,124339.845525256
1903,217651.124936512
1904,128537.558768117
1905,185314.587554406
1906,147198.751356221
1907,180672.962145326
1908,123233.106877138
1909,133402.920944622
1910,131557.198473582
1911,189766.886009233
1912,311495.392574425
1913,136040.91715665
1914,56819.0001399623
1915,222325.985961521
1916,NA
1917,265514.452262561
1918,133275.362303186
1919,168717.135022859
1920,184415.705386688
1921,375264.080847324
1922,303475.082231073
1923,229744.405575618
1924,202708.455359266
1925,220244.375216434
1926,354209.685033855
1927,134857.252330879
1928,156412.707486255
1929,125634.168889677
1930,127395.029967304
1931,138085.4296287
1932,141443.268533251
1933,166068.477191997
1934,178397.930526585
1935,163111.239777674
1936,178802.524561986
1937,178925.788497275
1938,170245.13019303
1939,245036.050443732
1940,200126.435901182
1941,180511.259369174
1942,177134.065725934
1943,203445.248045129
1944,312244.577987286
1945,337064.454226255
1946,138539.298420224
1947,291563.773381713
1948,163478.357970963
1949,234837.839691472
1950,198771.998358622
1951,254368.603019578
1952,224258.935936447
1953,156943.229134683
1954,214862.923423833
1955,142968.70159824
1956,343211.975940103
1957,175061.182303205
1958,292492.176768623
1959,161379.965140145
1960,118894.918872145
1961,123092.398943099
1962,103815.166059054
1963,110035.935884548
1964,109281.131032399
1965,162618.728166251
1966,164796.795225631
1967,261296.992004496
1968,391943.712317883
1969,351250.652127986
1970,430050.17456571
1971,501070.377935824
1972,351276.065318139
1973,268156.672488959
1974,295278.308659044
1975,520585.340222028
1976,258465.343553861
1977,340340.989643671
1978,364454.096920388
1979,331012.875884068
1980,197418.215002893
1981,320651.204874529
1982,216404.854521869
1983,216404.854521869
1984,188505.197875697
1985,213668.153709379
1986,199016.615165933
1987,188852.533779833
1988,173576.504111546
1989,200046.586220879
1990,216918.406773281
1991,210467.391932581
1992,214231.530407778
1993,178510.517546236
1994,244345.336307654
1995,193539.951299279
1996,263642.493240918
1997,335901.056982921
1998,307785.537786488
1999,229460.831446511
2000,341514.053199051
2001,244946.929075536
2002,235425.447410455
2003,269157.024770058
2004,252562.118851986
2005,233797.102807152
2006,229510.446939068
2007,276758.915634378
2008,193710.14233044
2009,183834.587259145
2010,197253.417021284
2011,144947.178627423
2012,184569.919724584
2013,171897.42211588
2014,178633.431680442
2015,190827.808491258
2016,181313.787809089
2017,193906.8496418
2018,117938.029953706
2019,134289.576747508
2020,103521.077332884
2021,111485.273893619
2022,172728.032358614
2023,147341.206489107
2024,238804.539658551
2025,395228.152348532
2026,189617.555996574
2027,153490.11974342
2028,179673.050227888
2029,170769.841168169
2030,279835.894049003
2031,241787.710275341
2032,254466.482370718
2033,269935.814304215
2034,175100.401552939
2035,208136.155311043
2036,214286.984296862
2037,215851.916740849
2038,357023.644801968
2039,198030.120854325
2040,309830.981441958
2041,266268.09003178
2042,213790.471704502
2043,177970.323364631
2044,195686.890395843
2045,222769.287999719
2046,180447.894117036
2047,149419.873054521
2048,144827.466526333
2049,178059.259913418
2050,187841.49833447
2051,97678.2685052145
2052,133739.50621587
2053,145411.052411507
2054,100328.228832847
2055,163691.816401299
2056,142734.946515656
2057,116778.353669609
2058,214608.463935618
2059,118154.954746347
2060,162739.240441122
2061,180069.893385739
2062,122090.608537149
2063,111914.579855823
2064,140881.90246626
2065,113464.158474929
2066,167804.803845584
2067,109867.53302128
2068,181221.268350773
2069,86321.529781122
2070,122829.023546728
2071,107463.145334034
2072,137916.675066884
2073,137748.956138582
2074,196528.038940391
2075,143798.025475258
2076,129081.806154646
2077,140557.011774307
2078,119928.436420924
2079,144085.515863592
2080,134142.139720575
2081,128812.669644736
2082,144448.758765681
2083,151602.008667297
2084,118531.702201257
2085,125527.102893173
2086,112113.877094218
2087,136608.21589717
2088,96440.7079785517
2089,79903.8950225324
2090,128711.406549371
2091,100832.188284826
2092,131143.796887435
2093,108921.377031632
2094,113275.431817641
2095,130296.866315832
2096,82175.7639232297
2097,95186.2253051947
2098,137647.013828739
2099,62590.1455233117
2100,75393.4772586226
2101,109247.40014644
2102,135699.331864176
2103,96400.4908262087
2104,147525.961930692
2105,111098.877097159
2106,63679.2673529306
2107,211054.158702486
2108,111281.056215198
2109,112666.599957797
2110,130723.8872473
2111,148218.403216771
2112,135899.186359626
2113,118947.243604821
2114,118122.645069502
2115,149759.46771831
2116,119781.644105595
2117,139250.374122526
2118,111289.683531914
2119,114796.628662308
2120,110292.997108784
2121,NA
2122,101356.336820189
2123,83851.5072760756
2124,164271.203059109
2125,135263.065397298
2126,141509.105827738
2127,163731.076029063
2128,130804.742235073
2129,106397.324862237
2130,129356.048687741
2131,168931.08128039
2132,118552.454231989
2133,131755.193039739
2134,111736.699231655
2135,102551.623118496
2136,62841.996862129
2137,120988.316613053
2138,136352.75739708
2139,145493.854329546
2140,140070.671310479
2141,148735.794119196
2142,124660.754249315
2143,141800.657708904
2144,112800.783240967
2145,140456.60192948
2146,160919.484711295
2147,131131.281741389
2148,147475.606765283
2149,148312.581270957
2150,211335.94718985
2151,122815.98872767
2152,155575.613773383
2153,156642.040738445
2154,97710.9042930639
2155,152076.573157897
2156,260694.497357633
2157,218508.297063497
2158,222066.327649637
2159,207658.918952031
2160,176064.87866497
2161,265371.58006803
2162,410306.376303457
2163,322469.720217819
2164,234790.816126
2165,182111.920889949
2166,157785.179984659
2167,201333.223999074
2168,185023.748505283
2169,192564.034652591
2170,207956.30223677
2171,146834.663217239
2172,146593.998110866
2173,167611.248587305
2174,243844.639191359
2175,307074.292966366
2176,282571.480274404
2177,251874.178074587
2178,221822.955390606
2179,128204.442950799
2180,211310.754785486
2181,208605.536795843
2182,249604.468681523
2183,202264.553998534
2184,125346.0867437
2185,120713.36950151
2186,160471.875762108
2187,155738.056736828
2188,171975.392866177
2189,281051.457158144
2190,80969.295226467
2191,80969.295226467
2192,81647.2702712898
2193,112854.605626547
2194,107917.090914676
2195,105176.23451525
2196,110008.571640151
2197,130567.127431239
2198,165850.29377827
2199,177397.272735505
2200,124127.472477732
2201,136032.760492199
2202,184282.175252457
2203,121332.686214529
2204,159861.07398732
2205,112178.216179496
2206,118657.456818667
2207,190099.78204074
2208,232594.783429757
2209,189876.107543956
2210,123818.609767913
2211,119886.657035612
2212,126730.105700762
2213,100810.08556331
2214,121162.657749739
2215,102715.584469808
2216,141578.847743952
2217,NA
2218,65140.9807911315
2219,67633.583407615
2220,65294.854207351
2221,223382.297132876
2222,200077.79717533
2223,272423.253220271
2224,215139.0593608
2225,132762.365472331
2226,184033.957042396
2227,201387.302267522
2228,254409.813502079
2229,231636.563518912
2230,148228.187593101
2231,206523.253877712
2232,187464.961531779
2233,165877.252067795
2234,228657.875637496
2235,210994.527086867
2236,273103.996857896
2237,310778.958123734
2238,187248.457533878
2239,131787.690305649
2240,146867.819963173
2241,138706.007863066
2242,126823.595188164
2243,128355.025115381
2244,107788.451409668
2245,97689.6550796471
2246,137436.318811751
2247,117654.367197537
2248,130363.366721131
2249,128819.198873982
2250,137884.926716664
2251,NA
2252,196648.155443965
2253,151929.680736327
2254,164859.180599498
2255,186260.715881121
2256,182447.863078215
2257,222215.060605668
2258,177844.560921564
2259,178045.907914323
2260,159628.89590027
2261,188733.614154596
2262,203258.002984105
2263,316433.831419674
2264,447021.715230106
2265,156821.132677345
2266,278835.241655359
2267,336462.974825166
2268,405927.128213806
2269,167714.670683804
2270,195491.110896386
2271,222463.10951068
2272,195253.445879934
2273,168930.587762549
2274,171426.229402399
2275,167173.361833309
2276,185683.257008289
2277,195974.338516642
2278,159686.285341597
2279,121901.636719527
2280,120788.869400889
2281,171484.411613368
2282,171386.70379824
2283,115239.542316853
2284,115376.771181326
2285,162567.811719864
2286,127571.283041231
2287,329166.881095077
2288,276068.194243821
2289,337354.014695129
2290,428468.079503414
2291,316422.124504363
2292,423390.468703619
2293,468020.37143217
2294,421312.895412988
2295,484363.526597886
2296,292079.158178051
2297,268953.576321059
2298,328132.631661323
2299,392879.500169931
2300,309358.495034565
2301,246723.327143874
2302,240026.396397842
2303,264274.009744953
2304,265209.304136762
2305,178011.059347596
2306,178011.059347596
2307,183090.228474908
2308,239878.987574905
2309,273358.340251844
2310,215355.438200045
2311,200543.137891747
2312,174571.652790368
2313,175614.618937634
2314,181177.453002545
2315,172999.253334455
2316,194838.087363464
2317,183811.663608987
2318,174482.085824779
2319,185393.666705285
2320,205879.263143677
2321,246109.091387246
2322,194714.20285899
2323,169066.509777172
2324,167901.313458549
2325,218526.555450797
2326,168307.05718656
2327,215550.500721608
2328,218048.017445001
2329,185119.924188502
2330,183085.744259211
2331,345741.302605339
2332,428037.951548065
2333,326648.398003756
2334,263495.042894794
2335,258639.759501965
2336,316659.740193206
2337,217337.154357396
2338,257660.284092216
2339,242492.17902934
2340,413903.323348785
2341,220166.054042872
2342,242543.141990657
2343,216212.465235071
2344,236900.52538638
2345,265244.34452747
2346,227049.956004301
2347,204902.982312568
2348,237473.357999295
2349,170594.602520414
2350,259277.547693058
2351,254361.389719298
2352,280390.305601695
2353,262375.58630902
2354,141085.904163672
2355,155597.418542651
2356,153903.433842143
2357,214189.226779207
2358,186887.709602727
2359,132253.340746216
2360,119184.005830358
2361,148462.566181994
2362,259085.324553964
2363,135513.647868837
2364,168003.862917726
2365,224006.003627184
2366,202651.477020865
2367,244168.818464913
2368,202053.81862844
2369,244774.099867106
2370,169199.507749437
2371,173747.693864117
2372,201540.535342304
2373,259865.094845595
2374,287946.87901253
2375,224089.505414405
2376,296234.199858217
2377,348024.326523721
2378,152156.034541905
2379,222940.745143729
2380,149052.178341078
2381,159588.677238509
2382,211696.137189926
2383,230207.411885935
2384,242482.073689859
2385,161006.271055607
2386,130307.343505883
2387,135675.085510226
2388,106231.807089375
2389,125593.296760556
2390,131365.504381713
2391,139869.869959975
2392,125566.076171454
2393,173668.277798861
2394,138449.716254797
2395,214653.304522213
2396,145669.039684749
2397,209800.093788981
2398,132539.429494549
2399,65640.2022838141
2400,70701.5207262932
2401,129483.998863795
2402,130878.085596573
2403,175931.731883564
2404,142192.365345741
2405,149884.778629977
2406,141758.013491862
2407,124435.712558881
2408,146833.087183203
2409,126424.146296793
2410,188959.460068183
2411,112760.910248146
2412,147834.585289337
2413,128543.920697666
2414,144464.200279818
2415,161434.276629208
2416,136550.43163621
2417,139828.605975387
2418,136642.742506887
2419,123958.936446759
2420,112108.980704357
2421,143465.43581282
2422,110949.548661814
2423,118257.415970353
2424,166128.061782562
2425,213564.719756942
2426,143048.439372791
2427,123776.666184699
2428,163078.983192219
2429,126353.087494864
2430,134526.350400476
2431,104495.439329819
2432,141026.638129256
2433,135179.318489096
2434,132369.032169288
2435,141018.893547787
2436,103452.61653513
2437,111631.810821692
2438,113028.431157411
2439,116050.409876247
2440,124986.168606994
2441,90962.3178389792
2442,105032.846967946
2443,122173.870671403
2444,119342.301168187
2445,83170.0089727082
2446,136049.45325748
2447,172796.647202195
2448,125512.835177967
2449,111231.825484647
2450,153179.940374454
2451,121322.980348828
2452,190016.544973478
2453,87967.1673891314
2454,106840.417441995
2455,115193.551251238
2456,121213.908244588
2457,121259.792899945
2458,111851.422210508
2459,105367.148360457
2460,124862.997679174
2461,118872.911871256
2462,128664.550947548
2463,114760.05297434
2464,179312.723197669
2465,144996.45453849
2466,121081.538483303
2467,130425.601862306
2468,78261.5102593888
2469,79084.9552096278
2470,179750.522313656
2471,189447.075750387
2472,155843.783680968
2473,116888.821589039
2474,77098.0702622382
2475,234090.614294236
2476,113931.373885488
2477,113470.878373724
2478,158865.239050354
2479,107099.808842733
2480,152798.309746233
2481,114870.488692289
2482,127519.16737819
2483,115300.263836242
2484,126597.400919888
2485,129260.593230557
2486,142485.541899675
2487,171252.534313697
2488,160321.647581958
2489,150753.153705562
2490,141554.78129264
2491,100908.655750216
2492,176866.609137033
2493,144071.901629098
2494,150970.443971324
2495,98603.7871489811
2496,247207.666894836
2497,156002.285103424
2498,110112.272312371
2499,89514.9560524028
2500,135886.65486151
2501,143060.348702133
2502,138954.736997137
2503,103792.666406824
2504,188771.703586874
2505,208869.688371038
2506,270789.625752295
2507,340281.386400098
2508,270789.625752295
2509,232493.99069714
2510,238614.934415977
2511,193972.552610769
2512,209001.12591979
2513,203274.102225854
2514,224243.137072745
2515,144108.53860997
2516,167633.563933474
2517,147575.918200579
2518,139903.739393887
2519,213300.462268251
2520,200638.428266204
2521,198513.058805401
2522,211996.046813036
2523,126057.502714124
2524,133667.221976824
2525,148559.447230188
2526,137106.526601114
2527,111460.937191295
2528,133940.273991814
2529,128202.40565352
2530,129983.330822882
2531,230070.641589741
2532,219644.471144574
2533,202007.265784445
2534,238323.963554745
2535,307914.184813767
2536,215262.239892946
2537,216894.477909692
2538,186808.213423766
2539,185925.564706381
2540,185003.480611364
2541,186984.225527427
2542,164682.410466182
2543,115794.283825302
2544,135006.731229262
2545,133287.669690488
2546,156400.294711262
2547,150801.503932858
2548,170411.932464166
2549,157884.515081588
2550,1803305.84034636
2551,129177.684629781
2552,135362.249575995
2553,71119.339584569
2554,110925.176528708
2555,124066.132668803
2556,98950.1039943653
2557,111192.2676418
2558,161018.414422731
2559,128498.754802157
2560,138088.216357503
2561,142685.039021392
2562,124246.40291475
2563,148595.072678014
2564,186835.56995438
2565,110276.509323374
2566,143369.26255265
2567,122345.370649372
2568,164319.640682455
2569,185808.549644445
2570,124881.328264305
2571,187183.918790989
2572,157470.590365566
2573,210567.366730376
2574,257806.845688849
2575,129103.234631492
2576,123060.879141372
2577,NA
2578,98529.0341660719
2579,64948.8357333904
2580,85890.0535683558
2581,92897.9049499403
2582,89783.8065762756
2583,221276.646383802
2584,165178.572858406
2585,187134.94309054
2586,204680.903534784
2587,202968.349113301
2588,143150.679951895
2589,149083.069160317
2590,211207.685881545
2591,217875.794495067
2592,236892.864433022
2593,245866.427467601
2594,200091.698989533
2595,213487.981471276
2596,302683.672270145
2597,192566.401804579
2598,265052.326529948
2599,386365.834107726
2600,138942.032609132
2601,130394.025537674
2602,90320.217099659
2603,92552.9463940103
2604,93151.9022559136
2605,85648.1119726929
2606,131171.103363045
2607,174295.79077433
2608,182996.137397064
2609,160608.04939372
2610,112029.137191665
2611,118057.687781734
2612,157513.490920272
2613,130982.746772487
2614,128887.784988016
2615,149632.356114461
2616,133797.292125258
2617,187158.671560202
2618,181505.469804268
2619,240324.975011511
2620,172502.727400156
2621,177546.07661146
2622,184997.221797057
2623,259268.207003701
2624,288912.38766121
2625,349043.923572271
2626,175057.883566752
2627,191210.012616287
2628,405609.500471182
2629,575371.464536201
2630,350368.543683266
2631,498055.453229705
2632,404669.415321151
2633,292879.541941745
2634,354859.859699245
2635,156839.649787556
2636,196996.898768805
2637,158162.903390643
2638,253329.300791353
2639,188333.530854206
2640,159093.554618037
2641,110622.108098806
2642,181831.831388948
2643,116951.956584239
2644,131949.070926454
2645,118339.096179292
2646,103266.017037404
2647,108495.116251722
2648,144514.74976739
2649,151990.917771915
2650,162053.380809532
2651,154886.609430091
2652,406335.505647789
2653,265532.807451731
2654,255567.995761153
2655,338890.883663668
2656,323204.899177296
2657,325295.326972795
2658,280914.289285673
2659,300099.23296997
2660,322583.355108687
2661,327406.840847195
2662,324456.18080877
2663,276988.501410839
2664,272875.678597471
2665,312238.267762861
2666,287344.277333314
2667,171164.974320004
2668,187927.339941338
2669,185318.873908816
2670,296903.367948845
2671,187927.339941338
2672,194701.191051975
2673,205791.478424351
2674,188294.118382776
2675,179552.028843666
2676,196522.458018349
2677,199457.410792189
2678,265692.38343543
2679,258452.245005603
2680,286380.866014662
2681,415258.871844709
2682,335545.610837018
2683,507003.442614102
2684,310036.753733993
2685,337184.325337556
2686,253293.298326794
2687,273957.630068103
2688,240664.453846816
2689,221041.441768987
2690,444031.378799105
2691,192711.750001176
2692,143913.849699563
2693,207143.606916254
2694,143339.80772276
2695,203630.851652695
2696,194019.6096697
2697,193255.593622309
2698,180796.066803683
2699,177718.927585085
2700,163628.645761367
2701,155683.552365472
2702,119353.428768882
2703,137673.595185473
2704,148597.191747279
2705,119880.085136218
2706,123775.701272601
2707,132320.586071416
2708,129913.504141669
2709,104931.983181424
2710,125173.023435567
2711,262574.942342154
2712,341930.827832957
2713,182593.468604095
2714,168778.813482816
2715,172099.580296975
2716,158821.716853966
2717,178557.499618921
2718,249225.325374744
2719,148017.217905327
2720,187302.158598516
2721,134265.398108188
2722,159741.041856154
2723,160769.681683672
2724,120583.049544332
2725,124130.567345351
2726,143192.291204412
2727,175766.667208635
2728,169224.246004321
2729,147438.832125451
2730,148942.322697992
2731,124032.436083097
2732,127470.701051918
2733,167032.957264047
2734,159487.004516034
2735,123857.229394292
2736,145442.778856901
2737,123013.95681998
2738,169174.188137301
2739,152547.239516448
2740,153860.820061342
2741,134919.88514051
2742,161751.43181045
2743,138399.017372682
2744,146958.674899339
2745,153825.563897085
2746,130847.94001535
2747,144414.264258382
2748,127916.74915744
2749,117389.93329572
2750,127435.389033402
2751,121473.466131559
2752,198779.262483146
2753,148726.427890163
2754,241149.005726928
2755,145218.221050441
2756,105990.758788084
2757,76275.8473446452
2758,98180.6001017462
2759,154498.872566122
2760,125543.135040826
2761,133544.284984948
2762,142296.363695961
2763,199156.900533566
2764,141059.668667486
2765,290077.195405661
2766,131863.157264316
2767,81843.8363797317
2768,138470.080657121
2769,119461.14931803
2770,160787.235057497
2771,119291.169168408
2772,106330.56518894
2773,153339.384506417
2774,136906.675493048
2775,116541.579970126
2776,139215.060113631
2777,138835.114625709
2778,110880.031241378
2779,117647.21833998
2780,98250.1675825014
2781,100989.465227002
2782,87400.8686265515
2783,89177.1427630915
2784,119062.347089813
2785,132325.717149575
2786,69031.230384286
2787,122058.879049091
2788,75221.7473760774
2789,187664.768565504
2790,91053.7552414514
2791,111817.659570274
2792,49996.73348677
2793,155656.134396227
2794,88907.4357458062
2795,119450.606838256
2796,99235.0412157217
2797,209418.311061488
2798,104057.615308583
2799,112892.322328256
2800,67845.9715333529
2801,110643.007883589
2802,124996.880061236
2803,208883.721487815
2804,124651.378137284
2805,97907.202624245
2806,90819.213519795
2807,164657.271081145
2808,143180.909003947
2809,136467.563329349
2810,132516.400590753
2811,154095.259610378
2812,152381.304397231
2813,195810.373002176
2814,194164.683921945
2815,95144.6653061201
2816,237806.185060334
2817,137056.659721089
2818,132881.089833335
2819,158108.42987067
2820,130713.755968443
2821,105611.375092173
2822,184061.190548004
2823,381428.192240903
2824,171190.653526851
2825,135306.375610244
2826,145052.211377575
2827,146474.612108826
2828,213961.92965794
2829,226291.420858315
2830,244356.041229027
2831,189090.245260896
2832,236072.709011213
2833,262348.810397499
2834,213339.200312192
2835,228741.776427522
2836,194627.629196696
2837,167493.818139429
2838,160831.013369745
2839,168875.910783746
2840,204381.596976288
2841,201424.084842698
2842,207401.150074442
2843,149353.460547723
2844,173319.959362949
2845,133454.614094292
2846,203709.453877131
2847,186397.311242532
2848,221291.13523878
2849,214346.437481116
2850,280216.690030385
2851,226616.218623776
